,,,,,,,,,,,Expert Skill Costs,Expert Skill Costs,Expert Skill Costs,Expert Skill Costs,Expert Skill Costs,Expert Skill Costs,Expert Skill Costs,Expert Skill Costs,Expert Skill Costs,Expert Skill Costs,Expert Skill Costs,Expert Skill Costs,Expert Skill Costs,Expert Skill Costs,Expert Skill Costs,Expert Skill Costs,Expert Skill Costs
,,,,,,,,,,,Holger,Holger,Holger,Holger,Holger,Holger,Holger,Holger,Holger,Holger,Holger,Holger,Holger,Holger,Holger,Holger,Holger
,,,,,,,,,,,Arena Elite,Arena Elite,Arena Elite,Arena Elite,Crowd Pleaser,Crowd Pleaser,Crowd Pleaser,Crowd Pleaser,Arena Star,Arena Star,Arena Star,Arena Star,Arena Star,Legacy,Legacy,Legacy,Legacy
,,,Expert Level Costs,Expert Level Costs,Expert Level Costs,Expert Level Costs,Expert Level Costs,Expert Level Costs,,,Arena Elite,Arena Elite,Arena Elite,Arena Elite,Crowd Pleaser,Crowd Pleaser,Crowd Pleaser,Crowd Pleaser,Arena Star,Arena Star,Arena Star,Arena Star,Arena Star,Legacy,Legacy,Legacy,Legacy
,,,Holger,Holger,Holger,Holger,Holger,Holger,,,Increased Arena Attack and Health %,Increased Arena Attack and Health %,Increased Arena Attack and Health %,Increased Arena Attack and Health %,Increased Arena Tokens (Daily and Weekly),Increased Arena Tokens (Daily and Weekly),Increased Arena Tokens (Daily and Weekly),Increased Arena Tokens (Daily and Weekly),More items in Arena Shop + Discount,More items in Arena Shop + Discount,More items in Arena Shop + Discount,More items in Arena Shop + Discount,More items in Arena Shop + Discount,Increased Arena Attack and Health %,Increased Arena Attack and Health %,Increased Arena Attack and Health %,Increased Arena Attack and Health %
,,,Affinity,Sigils,Atk/Def,Chance,Chests,Power,,0,Books,XP,%,Power,Books,XP,%,Power,Books,XP,Items,Discount,Power,Books,XP,%,Power
,Relationship,0,,,,,,,,1,0,0,0.02,42000,0,0,0.05,18000,0,0,1,0.05,18000,0,0,0.02,42000
,Stranger,1,1000,,0.0158,0.5,1,58000,,2,600,82800,0.04,84000,300,30600,0.1,36000,300,30600,1,0.1,36000,600,82800,0.04,84000
,,2,600,,0.0165,,,,,3,1200,165600,0.06,126000,600,61800,0.15,54000,600,61800,1,0.15,54000,1200,165600,0.06,126000
,,3,630,,0.0173,,,,,4,1800,248400,0.08,168000,900,93000,0.2,72000,900,93000,1,0.2,72000,1800,248400,0.08,168000
,,4,660,,0.018,,,,,5,2400,331800,0.1,210000,1200,124200,0.25,90000,1200,124200,1,0.25,90000,2400,331800,0.1,210000
,,5,690,,0.0188,,,,,6,3000,414600,0.12,252000,1500,155400,0.3,108000,1500,155400,2,0.3,108000,3000,414600,0.12,252000
,,6,720,,0.0195,,,,,7,3600,497400,0.14,294000,1800,186600,0.35,126000,1800,186600,2,0.35,126000,3600,497400,0.14,294000
,,7,780,,0.0203,,,,,8,4200,580200,0.16,336000,2100,217200,0.4,144000,2100,217200,2,0.4,144000,4200,580200,0.16,336000
,,8,840,,0.021,,,,,9,4800,663600,0.18,378000,2400,248400,0.45,162000,2400,248400,2,0.45,162000,4800,663600,0.18,378000
,,9,900,,0.0218,,,,,10,5400,746400,0.2,420000,2700,279600,0.5,180000,2700,279600,3,0.5,180000,5400,746400,0.2,420000
,,10,960,,0.0225,,,,,,27000,3730800,,,13500,1396800,,,13500,1396800,,,,27000,3730800
,Acquaintance 1,10.1,-,8,0.0285,0.55,1,116000
,,11,1020,,0.0293
,,12,1080,,0.03
,,13,1140,,0.0308
,,14,1200,,0.0315
,,15,1260,,0.0323
,,16,1320,,0.033
,,17,1380,,0.0338
,,18,1440,,0.0345
,,19,1500,,0.0353
,,20,1560,,0.036
,Acquaintance 2,20.1,-,16,0.042,0.6,1,174000
,,21,1620,,0.0428
,,22,1680,,0.0435
,,23,1740,,0.0443
,,24,1800,,0.045
,,25,1860,,0.0458
,,26,1920,,0.0465
,,27,1980,,0.0473
,,28,2040,,0.048
,,29,2100,,0.0488
,,30,2190,,0.0495
,Acquaintance 3,30.1,-,24,0.055,0.65,1,232000
,,31,2280,,0.0563
,,32,2370,,0.057
,,33,2460,,0.0578
,,34,2550,,0.0585
,,35,2640,,0.0593
,,36,2730,,0.06
,,37,2820,,0.0608
,,38,2910,,0.0615
,,39,3000,,0.0623
,,40,3120,,0.063
,Casual 1,40.1,-,32,0.069,0.7,1,290000
,,41,3240,,0.0698
,,42,3360,,0.0705
,,43,3480,,0.0713
,,44,3600,,0.072
,,45,3720,,0.0728
,,46,3840,,0.0735
,,47,3960,,0.0743
,,48,4080,,0.075
,,49,4200,,0.0758
,,50,4350,,0.0765
,Casual 2,50.1,-,40,0.0825,0.75,2,348000
,,51,4500,,0.0833
,,52,4650,,0.084
,,53,4800,,0.0848
,,54,4950,,0.0855
,,55,5100,,0.0863
,,56,5250,,0.087
,,57,5400,,0.0878
,,58,5550,,0.0885
,,59,5700,,0.0893
,,60,5850,,0.09
,Casual 3,60.1,-,48,0.096,0.8,2,406000
,,61,6000,,0.0968
,,62,6150,,0.0975
,,63,6300,,0.0983
,,64,6450,,0.099
,,65,6600,,0.0998
,,66,6750,,0.1005
,,67,6900,,0.1013
,,68,7050,,0.102
,,69,7200,,0.1028
,,70,7350,,0.1035
,Close 1,70.1,-,56,0.1095,0.85,2,464000
,,71,7500,,0.1103
,,72,7650,,0.111
,,73,7800,,0.1118
,,74,7950,,0.1125
,,75,8100,,0.1133
,,76,8250,,0.114
,,77,8400,,0.1148
,,78,8550,,0.1155
,,79,8700,,0.1163
,,80,8850,,0.117
,Close 2,80.1,-,64,0.123,0.9,2,522000
,,81,9000,,0.1238
,,82,9150,,0.1245
,,83,9300,,0.1253
,,84,9450,,0.126
,,85,9600,,0.1268
,,86,9750,,0.1275
,,87,9900,,0.1283
,,88,10050,,0.129
,,89,10200,,0.1298
,,90,10350,,0.1305
,Close 3,90.1,-,72,0.1365,0.95,2,580000
,,91,10500,,0.1373
,,92,10650,,0.138
,,93,10800,,0.1388
,,94,10950,,0.1395
,,95,11100,,0.1403
,,96,11250,,0.141
,,97,11400,,0.1418
,,98,11550,,0.1425
,,99,11700,,0.1433
,,100,11850,,0.144
,Intimate,100.1,-,80,0.15,1,3,638000
