(631) Zerethusta's Whiteout Survival Chief Hero Calculator,(631) Zerethusta's Whiteout Survival Chief Hero Calculator,(631) Zerethusta's Whiteout Survival Chief Hero Calculator,(631) Zerethusta's Whiteout Survival Chief Hero Calculator,(631) Zerethusta's Whiteout Survival Chief Hero Calculator,(631) Zerethusta's Whiteout Survival Chief Hero Calculator,(631) Zerethusta's Whiteout Survival Chief Hero Calculator,(631) Zerethusta's Whiteout Survival Chief Hero Calculator,(631) Zerethusta's Whiteout Survival Chief Hero Calculator,(631) Zerethusta's Whiteout Survival Chief Hero Calculator,(631) Zerethusta's Whiteout Survival Chief Hero Calculator,(631) Zerethusta's Whiteout Survival Chief Hero Calculator,(631) Zerethusta's Whiteout Survival Chief Hero Calculator,(631) Zerethusta's Whiteout Survival Chief Hero Calculator,(631) Zerethusta's Whiteout Survival Chief Hero Calculator,(631) Zerethusta's Whiteout Survival Chief Hero Calculator,(631) Zerethusta's Whiteout Survival Chief Hero Calculator,(631) Zerethusta's Whiteout Survival Chief Hero Calculator,(631) Zerethusta's Whiteout Survival Chief Hero Calculator,(631) Zerethusta's Whiteout Survival Chief Hero Calculator,(631) Zerethusta's Whiteout Survival Chief Hero Calculator,(631) Zerethusta's Whiteout Survival Chief Hero Calculator,(631) Zerethusta's Whiteout Survival Chief Hero Calculator
(631) Zerethusta's Whiteout Survival Chief Hero Calculator,(631) Zerethusta's Whiteout Survival Chief Hero Calculator,(631) Zerethusta's Whiteout Survival Chief Hero Calculator,(631) Zerethusta's Whiteout Survival Chief Hero Calculator,(631) Zerethusta's Whiteout Survival Chief Hero Calculator,(631) Zerethusta's Whiteout Survival Chief Hero Calculator,(631) Zerethusta's Whiteout Survival Chief Hero Calculator,(631) Zerethusta's Whiteout Survival Chief Hero Calculator,(631) Zerethusta's Whiteout Survival Chief Hero Calculator,(631) Zerethusta's Whiteout Survival Chief Hero Calculator,(631) Zerethusta's Whiteout Survival Chief Hero Calculator,(631) Zerethusta's Whiteout Survival Chief Hero Calculator,(631) Zerethusta's Whiteout Survival Chief Hero Calculator,(631) Zerethusta's Whiteout Survival Chief Hero Calculator,(631) Zerethusta's Whiteout Survival Chief Hero Calculator,(631) Zerethusta's Whiteout Survival Chief Hero Calculator,(631) Zerethusta's Whiteout Survival Chief Hero Calculator,(631) Zerethusta's Whiteout Survival Chief Hero Calculator,(631) Zerethusta's Whiteout Survival Chief Hero Calculator,(631) Zerethusta's Whiteout Survival Chief Hero Calculator,(631) Zerethusta's Whiteout Survival Chief Hero Calculator,(631) Zerethusta's Whiteout Survival Chief Hero Calculator,(631) Zerethusta's Whiteout Survival Chief Hero Calculator

,Hero,Hero,Hero Star Levels,Hero Star Levels,Shards,Shards,Shards,Shards,Shards,Widgets,Widgets,Widgets,Widgets Needed,Widgets Needed,Widgets Needed,Widgets Needed,Widgets Needed,Widgets Needed,Widgets Needed,Widgets Needed,Widgets Needed,Widgets Needed,Widgets Needed,Widgets Needed,Widgets Needed
,Type,Name,Current,Desired,Cost,Specific,General,Needed,Affordable?,Atk/Def,Current,Desired,Gen 1,Gen 2,Gen 3,Gen 4,Gen 5,Gen 6,Gen 7,Gen 8,Gen 9,Gen 10,Gen 11,Gen 12,Gen 13
Gen 1,Infantry,Jeronimo,5,,-,,,-,[object Object],Attack,10,,[object Object]
Gen 1,Infantry,Natalia,5,,-,,,-,[object Object],Attack,0,10,275
Gen 1,Lancer,Molly,5,,-,,,-,[object Object],Defense,2,,[object Object]
Gen 1,Marksman,Zinman,4,,-,,,-,[object Object],Defense,2,,[object Object]
Gen 2,Infantry,Flint,5,,-,,,-,[object Object],Defense,10,,,[object Object]
Gen 2,Lancer,Philly,5,,-,,,-,[object Object],Defense,10,,,[object Object]
Gen 2,Marksman,Alonso,5,,-,,,-,[object Object],Attack,10,,,[object Object]
Gen 3,Infantry,Logan,5,,-,,,-,[object Object],Defense,10,,,,[object Object]
Gen 3,Lancer,Mia,5,,-,,,-,[object Object],Attack,10,,,,[object Object]
Gen 3,Marksman,Greg,5,,-,,,-,[object Object],Attack,10,,,,[object Object]
Gen 4,Infantry,Ahmose,5,,-,,,-,[object Object],Defense,10,,,,,[object Object]
Gen 4,Lancer,Reina,5,,-,,,-,[object Object],Attack,10,,,,,[object Object]
Gen 4,Marksman,Lynn,5,,-,,,-,[object Object],Defense,10,,,,,[object Object]
Gen 5,Infantry,Hector,5,,-,,,-,[object Object],Defense,10,,,,,,[object Object]
Gen 5,Lancer,Norah,5,,-,,,-,[object Object],Defense,10,,,,,,[object Object]
Gen 5,Marksman,Gwen,5,,-,,,-,[object Object],Attack,10,,,,,,[object Object]
Gen  6,Infantry,Wu Ming,5,,-,,,-,[object Object],Defense,10,,,,,,,[object Object]
Gen  6,Lancer,Renee,5,,-,,,-,[object Object],Attack,10,,,,,,,[object Object]
Gen  6,Marksman,Wayne,5,,-,,,-,[object Object],Defense,10,,,,,,,[object Object]
Gen 7,Infantry,Edith,5,,-,,,-,[object Object],Defense,10,,,,,,,,[object Object]
Gen 7,Lancer,Gordon,5,,-,,,-,[object Object],Attack,10,,,,,,,,[object Object]
Gen 7,Marksman,Bradley,5,,-,,,-,[object Object],Defense,10,,,,,,,,[object Object]
Gen 8,Infantry,Gatot,5,,-,,,-,[object Object],Defense,10,,,,,,,,,[object Object]
Gen 8,Lancer,Sonya,5,,-,,,-,[object Object],Defense,10,,,,,,,,,[object Object]
Gen 8,Marksman,Hendrik,5,,-,,,-,[object Object],Attack,10,,,,,,,,,[object Object]
Gen 9,Infantry,Magnus,5,,-,,,-,[object Object],Defense,10,,,,,,,,,,[object Object]
Gen 9,Lancer,Fred,5,,-,,,-,[object Object],Attack,10,,,,,,,,,,[object Object]
Gen 9,Marksman,Xura,5,,-,,,-,[object Object],Defense,10,,,,,,,,,,[object Object]
Gen 10,Infantry,Gregory,Unlocked,5,1065,106,959,959,Yes,Defense,0,10,,,,,,,,,,275
Gen 10,Lancer,Freya,Unlocked,5,1065,10,1055,1055,Yes,Defense,0,10,,,,,,,,,,275
Gen 10,Marksman,Blanchette,Unlocked,5,1065,275,790,790,Yes,Attack,0,10,,,,,,,,,,275
Gen 11,Infantry,Eleonora,Locked,,-,,,-,[object Object],Defense,,,,,,,,,,,,,[object Object]
Gen 11,Lancer,Lloyd,Locked,,-,,,-,[object Object],Defense,,,,,,,,,,,,,[object Object]
Gen 11,Marksman,Rufus,Locked,,-,,,-,[object Object],Attack,,,,,,,,,,,,,[object Object]
Gen 12,Infantry,Hervor,Locked,,-,,,-,[object Object],Defense,,,,,,,,,,,,,,[object Object]
Gen 12,Lancer,Karol,Locked,,-,,,-,[object Object],Attack,,,,,,,,,,,,,,[object Object]
Gen 12,Marksman,Ligeia,Locked,,-,,,-,[object Object],Defense,,,,,,,,,,,,,,[object Object]
Gen 13,Infantry,Gisela,Locked,,-,,,-,[object Object],Defense,,,,,,,,,,,,,,,[object Object]
Gen 13,Lancer,Flora,Locked,,-,,,-,[object Object],Defense,,,,,,,,,,,,,,,[object Object]
Gen 13,Marksman,Vulcanus,Locked,,-,,,-,[object Object],Attack,,,,,,,,,,,,,,,[object Object]
Epic,Infantry,Sergey,5,,-,,,-,[object Object],,,,Gen 1,Gen 2,Gen 3,Gen 4,Gen 5,Gen 6,Gen 7,Gen 8,Gen 9,Gen 10,Gen 11,Gen 12,Gen 13
Epic,Lancer,Patrick,5,,-,,,-,[object Object],,,Total,275,[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],825,[object Object],[object Object],[object Object]
Epic,Lancer,Jessie,5,,-,,,-,[object Object],,,Available,,,,,,,,,,650
Epic,Marksman,Bahiti,5,,-,,,-,[object Object],,,Needed,275,[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],175,[object Object],[object Object],[object Object]
Epic,Marksman,Gina,5,,-,,,-,[object Object]
Epic,Lancer,Walis Bokan,5,,-,,,-,[object Object]
Epic,Marksman,Jasser,5,,-,,,-,[object Object],,,SVS Points,SVS Points,SVS Points,SVS Points
Epic,Marksman,Seo Yoon,5,,-,,,-,[object Object],,,Shards,Shards,Widgets,Widgets
Epic,Lancer,Ling Xue,5,,-,,,-,[object Object],,,9712800,9712800,[object Object],[object Object]
Rare,Infantry,Smith,5,,-,,,-,[object Object]
Rare,Infantry,Eugene,5,,-,,,-,[object Object]
Rare,Lancer,Charlie,5,,-,,,-,[object Object]
Rare,Marksman,Cloris,5,,-,,,-,[object Object]
,,Mythic Shards Spent,Mythic Shards Spent,Mythic Shards Spent,3195,3195,2804,Mythic General Shards Spent,Mythic General Shards Spent,Mythic General Shards Spent
,,Epic Shards Spent,Epic Shards Spent,Epic Shards Spent,[object Object],[object Object],[object Object],Epic General Shards Spent,Epic General Shards Spent,Epic General Shards Spent
,,Rare Shards Spent,Rare Shards Spent,Rare Shards Spent,[object Object],[object Object],[object Object],Rare General Shards Spent,Rare General Shards Spent,Rare General Shards Spent
